From	Entry	Organism
Q81IX0	Q81IX0	Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711)
Q81RU6	Q81RU6	Bacillus anthracis
Q81VJ1	Q81VJ1	Bacillus anthracis
Q81WP2	Q81WP2	Bacillus anthracis
Q820F3	Q820F3	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)
Q822Y3	Q822Y3	Chlamydia caviae (strain ATCC VR-813 / DSM 19441 / 03DC25 / GPIC) (Chlamydophila caviae)
Q823K4	Q823K4	Chlamydia caviae (strain ATCC VR-813 / DSM 19441 / 03DC25 / GPIC) (Chlamydophila caviae)
Q824B0	Q824B0	Chlamydia caviae (strain ATCC VR-813 / DSM 19441 / 03DC25 / GPIC) (Chlamydophila caviae)
Q828A2	Q828A2	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)
Q82BY5	Q82BY5	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)
Q82E78	Q82E78	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)
Q82EA9	Q82EA9	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)
Q82EB1	Q82EB1	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)
Q82IW0	Q82IW0	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)
Q82K93	Q82K93	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)
Q82KE0	Q82KE0	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)
Q82UK7	Q82UK7	Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC 14298)
Q82XP4	Q82XP4	Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC 14298)
Q82ZW4	Q82ZW4	Enterococcus faecalis (strain ATCC 700802 / V583)
Q830R7	Q830R7	Enterococcus faecalis (strain ATCC 700802 / V583)
Q830Y0	Q830Y0	Enterococcus faecalis (strain ATCC 700802 / V583)
Q834F4	Q834F4	Enterococcus faecalis (strain ATCC 700802 / V583)
Q834R0	Q834R0	Enterococcus faecalis (strain ATCC 700802 / V583)
Q834U3	Q834U3	Enterococcus faecalis (strain ATCC 700802 / V583)
Q835R9	Q835R9	Enterococcus faecalis (strain ATCC 700802 / V583)
Q837Z7	Q837Z7	Enterococcus faecalis (strain ATCC 700802 / V583)
Q839T5	Q839T5	Enterococcus faecalis (strain ATCC 700802 / V583)
Q83BB6	Q83BB6	Coxiella burnetii (strain RSA 493 / Nine Mile phase I)
Q83CP9	Q83CP9	Coxiella burnetii (strain RSA 493 / Nine Mile phase I)
Q83HN0	Q83HN0	Tropheryma whipplei (strain TW08/27) (Whipple's bacillus)
Q83J60	Q83J60	Shigella flexneri
Q83K75	Q83K75	Shigella flexneri
Q83MI4	Q83MI4	Tropheryma whipplei (strain TW08/27) (Whipple's bacillus)
Q83MS8	Q83MS8	Tropheryma whipplei (strain Twist) (Whipple's bacillus)
Q83PX4	Q83PX4	Shigella flexneri
Q83RR0	Q83RR0	Shigella flexneri
Q83S00	Q83S00	Shigella flexneri
Q83S79	Q83S79	Shigella flexneri
Q848W2	Q848W2	Priestia megaterium (strain ATCC 12872 / QMB1551) (Bacillus megaterium)
Q84B70	Q84B70	Nodularia spumigena
Q84BU6	Q84BU6	Lactobacillus acidophilus (strain ATCC 700396 / NCK56 / N2 / NCFM)
Q84HC8	Q84HC8	Streptomyces carzinostaticus
Q84I33	Q84I33	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)
Q84JG2	Q84JG2	Arabidopsis thaliana (Mouse-ear cress)
Q84KK4	Q84KK4	Lotus japonicus (Lotus corniculatus var. japonicus)
Q84KK5	Q84KK5	Glycyrrhiza echinata (Licorice)
Q84KK6	Q84KK6	Glycyrrhiza echinata (Licorice)
Q84N28	Q84N28	Triticum aestivum (Wheat)
Q84XW5	Q84XW5	Secale cereale (Rye)
Q85G62	Q85G62	Cyanidioschyzon merolae (strain NIES-3377 / 10D) (Unicellular red alga)
Q86G47	Q86G47	Dictyostelium discoideum (Social amoeba)
Q86HS9	Q86HS9	Dictyostelium discoideum (Social amoeba)
Q86I40	Q86I40	Dictyostelium discoideum (Social amoeba)
Q86JM3	Q86JM3	Dictyostelium discoideum (Social amoeba)
Q86QH9	Q86QH9	Ostrea edulis (Native oyster) (European flat oyster)
Q86QI0	Q86QI0	Ostrea edulis (Native oyster) (European flat oyster)
Q86VN1	Q86VN1	Homo sapiens (Human)
Q874R3	Q874R3	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
Q87AD5	Q87AD5	Xylella fastidiosa (strain Temecula1 / ATCC 700964)
Q87DL2	Q87DL2	Xylella fastidiosa (strain Temecula1 / ATCC 700964)
Q87DT7	Q87DT7	Xylella fastidiosa (strain Temecula1 / ATCC 700964)
Q87FQ5	Q87FQ5	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)
Q87GU2	Q87GU2	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)
Q87JD1	Q87JD1	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)
Q87KN2	Q87KN2	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)
Q87LL6	Q87LL6	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)
Q87LR2	Q87LR2	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)
Q87N05	Q87N05	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)
Q87QP4	Q87QP4	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)
Q87QU7	Q87QU7	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)
Q87QW4	Q87QW4	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)
Q87S29	Q87S29	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)
Q87XY8	Q87XY8	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)
Q87Y35	Q87Y35	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)
Q87ZB9	Q87ZB9	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)
Q87ZS5	Q87ZS5	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)
Q881U0	Q881U0	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)
Q882E2	Q882E2	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)
Q88FS8	Q88FS8	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)
Q88FY0	Q88FY0	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)
Q88JD1	Q88JD1	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)
Q88JX7	Q88JX7	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)
Q88K50	Q88K50	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)
Q88LK1	Q88LK1	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)
Q88ME3	Q88ME3	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)
Q88NJ0	Q88NJ0	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)
Q88P32	Q88P32	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)
Q88V03	Q88V03	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)
Q88V72	Q88V72	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)
Q88VI6	Q88VI6	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)
Q88VL8	Q88VL8	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)
Q88VY8	Q88VY8	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)
Q88WJ7	Q88WJ7	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)
Q88X36	Q88X36	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)
Q88XG5	Q88XG5	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)
Q88YM8	Q88YM8	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)
Q891F1	Q891F1	Clostridium tetani (strain Massachusetts / E88)
Q891N2	Q891N2	Clostridium tetani (strain Massachusetts / E88)
Q891Z8	Q891Z8	Clostridium tetani (strain Massachusetts / E88)
Q892Q8	Q892Q8	Clostridium tetani (strain Massachusetts / E88)
Q894H3	Q894H3	Clostridium tetani (strain Massachusetts / E88)
Q894L3	Q894L3	Clostridium tetani (strain Massachusetts / E88)
Q895H6	Q895H6	Clostridium tetani (strain Massachusetts / E88)
Q895I8	Q895I8	Clostridium tetani (strain Massachusetts / E88)
Q895L3	Q895L3	Clostridium tetani (strain Massachusetts / E88)
Q895M5	Q895M5	Clostridium tetani (strain Massachusetts / E88)
Q89B10	Q89B10	Buchnera aphidicola subsp. Baizongia pistaciae (strain Bp)
Q89KS7	Q89KS7	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)
Q89U80	Q89U80	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)
Q89VI3	Q89VI3	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)
Q89WR2	Q89WR2	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)
Q8A0Y9	Q8A0Y9	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50)
Q8A1A4	Q8A1A4	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50)
Q8A2M0	Q8A2M0	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50)
Q8AWH1	Q8AWH1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
Q8BFR1	Q8BFR1	Mus musculus (Mouse)
Q8BFV2	Q8BFV2	Mus musculus (Mouse)
Q8BH88	Q8BH88	Mus musculus (Mouse)
Q8BN59	Q8BN59	Mus musculus (Mouse)
Q8BRB7	Q8BRB7	Mus musculus (Mouse)
Q8BUR3	Q8BUR3	Mus musculus (Mouse)
Q8BWW4	Q8BWW4	Mus musculus (Mouse)
Q8BZ21	Q8BZ21	Mus musculus (Mouse)
Q8BZQ7	Q8BZQ7	Mus musculus (Mouse)
Q8C0Q9	Q8C0Q9	Mus musculus (Mouse)
Q8C7R7	Q8C7R7	Mus musculus (Mouse)
Q8CHK4	Q8CHK4	Mus musculus (Mouse)
Q8CHV6	Q8CHV6	Mus musculus (Mouse)
Q8CIG0	Q8CIG0	Mus musculus (Mouse)
Q8CIG3	Q8CIG3	Mus musculus (Mouse)
Q8CML2	Q8CML2	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)
Q8CN92	Q8CN92	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)
Q8CP82	Q8CP82	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)
Q8CPG9	Q8CPG9	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)
Q8CRQ8	Q8CRQ8	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)
Q8CSN0	Q8CSN0	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)
Q8CSV1	Q8CSV1	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)
Q8CV64	Q8CV64	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)
Q8CX05	Q8CX05	Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R)
Q8CXE2	Q8CXE2	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)
Q8CXX5	Q8CXX5	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)
Q8D2L8	Q8D2L8	Wigglesworthia glossinidia brevipalpis
Q8D4P3	Q8D4P3	Vibrio vulnificus (strain CMCP6)
Q8D5H3	Q8D5H3	Vibrio vulnificus (strain CMCP6)
Q8D5Z2	Q8D5Z2	Vibrio vulnificus (strain CMCP6)
Q8D8M2	Q8D8M2	Vibrio vulnificus (strain CMCP6)
Q8DAQ0	Q8DAQ0	Vibrio vulnificus (strain CMCP6)
Q8DC50	Q8DC50	Vibrio vulnificus (strain CMCP6)
Q8DC96	Q8DC96	Vibrio vulnificus (strain CMCP6)
Q8DGR1	Q8DGR1	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)
Q8DKU4	Q8DKU4	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)
Q8DRW6	Q8DRW6	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)
Q8DSK2	Q8DSK2	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)
Q8DSX7	Q8DSX7	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)
Q8DU91	Q8DU91	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)
Q8DWI4	Q8DWI4	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)
Q8E2A0	Q8E2A0	Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R)
Q8E2D9	Q8E2D9	Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R)
Q8E418	Q8E418	Streptococcus agalactiae serotype III (strain NEM316)
Q8E565	Q8E565	Streptococcus agalactiae serotype III (strain NEM316)
Q8E7Q9	Q8E7Q9	Streptococcus agalactiae serotype III (strain NEM316)
Q8E8Q8	Q8E8Q8	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)
Q8ED80	Q8ED80	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)
Q8EEF3	Q8EEF3	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)
Q8EER3	Q8EER3	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)
Q8EFU8	Q8EFU8	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)
Q8EIR6	Q8EIR6	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)
Q8EIV3	Q8EIV3	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)
Q8EPQ6	Q8EPQ6	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)
Q8EPW3	Q8EPW3	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)
Q8EQ23	Q8EQ23	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)
Q8EQ83	Q8EQ83	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)
Q8EQM5	Q8EQM5	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)
Q8EQS7	Q8EQS7	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)
Q8ER03	Q8ER03	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)
Q8ER10	Q8ER10	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)
Q8ESI2	Q8ESI2	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)
Q8ETG9	Q8ETG9	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)
Q8EVS4	Q8EVS4	Malacoplasma penetrans (strain HF-2) (Mycoplasma penetrans)
Q8EWX9	Q8EWX9	Malacoplasma penetrans (strain HF-2) (Mycoplasma penetrans)
Q8EX11	Q8EX11	Malacoplasma penetrans (strain HF-2) (Mycoplasma penetrans)
Q8FBU9	Q8FBU9	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)
Q8FCK2	Q8FCK2	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)
Q8FHD1	Q8FHD1	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)
Q8FJC7	Q8FJC7	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)
Q8FNF4	Q8FNF4	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)
Q8FPC1	Q8FPC1	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)
Q8FPD4	Q8FPD4	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)
Q8FPF5	Q8FPF5	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)
Q8FPG6	Q8FPG6	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)
Q8FPK5	Q8FPK5	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)
Q8FTN0	Q8FTN0	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)
Q8FYI0	Q8FYI0	Brucella suis biovar 1 (strain 1330)
Q8FZ45	Q8FZ45	Brucella suis biovar 1 (strain 1330)
Q8G4H3	Q8G4H3	Bifidobacterium longum (strain NCC 2705)
Q8G5F1	Q8G5F1	Bifidobacterium longum (strain NCC 2705)
Q8G6B7	Q8G6B7	Bifidobacterium longum (strain NCC 2705)
Q8G6C7	Q8G6C7	Bifidobacterium longum (strain NCC 2705)
Q8GAL4	Q8GAL4	Paenarthrobacter nicotinovorans (Arthrobacter nicotinovorans)
Q8GF09	Q8GF09	Edwardsiella tarda
Q8GH81	Q8GH81	Chlamydia abortus (strain DSM 27085 / S26/3) (Chlamydophila abortus)
Q8GHK8	Q8GHK8	Serratia marcescens
Q8GLE9	Q8GLE9	Xenorhabdus nematophila (strain ATCC 19061 / DSM 3370 / CCUG 14189 / LMG 1036 / NCIMB 9965 / AN6)
Q8GN33	Q8GN33	Bifidobacterium longum (strain NCC 2705)
Q8GND0	Q8GND0	Streptococcus gordonii (strain Challis / ATCC 35105 / BCRC 15272 / CH1 / DL1 / V288)
Q8GP20	Q8GP20	Serratia marcescens
Q8GSN1	Q8GSN1	Catharanthus roseus (Madagascar periwinkle) (Vinca rosea)
Q8GT06	Q8GT06	Oryza sativa subsp. japonica (Rice)
Q8GU25	Q8GU25	Rosa chinensis (China rose)
Q8GWE6	Q8GWE6	Arabidopsis thaliana (Mouse-ear cress)
Q8H1U5	Q8H1U5	Arabidopsis thaliana (Mouse-ear cress)
Q8H9A8	Q8H9A8	Coptis japonica (Japanese goldthread)
Q8HWS3	Q8HWS3	Homo sapiens (Human)
Q8HZ00	Q8HZ00	Pan paniscus (Pygmy chimpanzee) (Bonobo)
Q8HZJ0	Q8HZJ0	Macaca mulatta (Rhesus macaque)
Q8I8V0	Q8I8V0	Drosophila melanogaster (Fruit fly)
Q8IIG1	Q8IIG1	Plasmodium falciparum (isolate 3D7)
Q8ITC3	Q8ITC3	Argopecten irradians (Bay scallop) (Aequipecten irradians)
Q8ITI5	Q8ITI5	Mnemiopsis leidyi (Sea walnut) (Warty comb jellyfish)
Q8IVH2	Q8IVH2	Homo sapiens (Human)
Q8IWT3	Q8IWT3	Homo sapiens (Human)
Q8IZA3	Q8IZA3	Homo sapiens (Human)
Q8J0U2	Q8J0U2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)
Q8JIT5	Q8JIT5	Xenopus laevis (African clawed frog)
Q8JIT6	Q8JIT6	Xenopus laevis (African clawed frog)
Q8JIT7	Q8JIT7	Xenopus laevis (African clawed frog)
Q8K2X3	Q8K2X3	Mus musculus (Mouse)
Q8K3Q3	Q8K3Q3	Mus musculus (Mouse)
Q8K3Y6	Q8K3Y6	Rattus norvegicus (Rat)
Q8KA72	Q8KA72	Buchnera aphidicola subsp. Schizaphis graminum (strain Sg)
Q8KBK0	Q8KBK0	Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) (Chlorobium tepidum)
Q8KBK8	Q8KBK8	Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) (Chlorobium tepidum)
Q8KC00	Q8KC00	Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) (Chlorobium tepidum)
Q8KCD6	Q8KCD6	Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) (Chlorobium tepidum)
Q8KCY0	Q8KCY0	Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) (Chlorobium tepidum)
Q8KDE1	Q8KDE1	Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) (Chlorobium tepidum)
Q8KGE0	Q8KGE0	Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) (Chlorobium tepidum)
Q8KM02	Q8KM02	Photorhabdus laumondii subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01) (Photorhabdus luminescens subsp. laumondii)
Q8KML8	Q8KML8	Fructilactobacillus sanfranciscensis (Lactobacillus sanfranciscensis)
Q8KNP2	Q8KNP2	Bacillus thuringiensis subsp. israelensis
Q8KR08	Q8KR08	Ectopseudomonas mendocina (Pseudomonas mendocina)
Q8KT78	Q8KT78	Pseudomonas chlororaphis (Pseudomonas aureofaciens)
Q8L3R3	Q8L3R3	Arabidopsis thaliana (Mouse-ear cress)
Q8L5U0	Q8L5U0	Arabidopsis thaliana (Mouse-ear cress)
Q8L840	Q8L840	Arabidopsis thaliana (Mouse-ear cress)
Q8LFJ8	Q8LFJ8	Arabidopsis thaliana (Mouse-ear cress)
Q8LGH4	Q8LGH4	Arabidopsis thaliana (Mouse-ear cress)
Q8LH03	Q8LH03	Oryza sativa subsp. japonica (Rice)
Q8LI34	Q8LI34	Oryza sativa subsp. japonica (Rice)
Q8LL87	Q8LL87	Coffea canephora (Robusta coffee)
Q8LSZ4	Q8LSZ4	Arabidopsis thaliana (Mouse-ear cress)
Q8MIP2	Q8MIP2	Capra hircus (Goat)
Q8MJ97	Q8MJ97	Macaca mulatta (Rhesus macaque)
Q8MJ98	Q8MJ98	Pongo pygmaeus (Bornean orangutan)
Q8MJ99	Q8MJ99	Gorilla gorilla gorilla (Western lowland gorilla)
Q8MRW5	Q8MRW5	Drosophila melanogaster (Fruit fly)
Q8MVR1	Q8MVR1	Dictyostelium discoideum (Social amoeba)
Q8N2C3	Q8N2C3	Homo sapiens (Human)
Q8N3C0	Q8N3C0	Homo sapiens (Human)
Q8N5J4	Q8N5J4	Homo sapiens (Human)
Q8NB78	Q8NB78	Homo sapiens (Human)
Q8NML3	Q8NML3	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / BCRC 11384 / CCUG 27702 / LMG 3730 / NBRC 12168 / NCIMB 10025 / NRRL B-2784 / 534)
Q8NNB3	Q8NNB3	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / BCRC 11384 / CCUG 27702 / LMG 3730 / NBRC 12168 / NCIMB 10025 / NRRL B-2784 / 534)
Q8NP53	Q8NP53	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / BCRC 11384 / CCUG 27702 / LMG 3730 / NBRC 12168 / NCIMB 10025 / NRRL B-2784 / 534)
Q8NP66	Q8NP66	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / BCRC 11384 / CCUG 27702 / LMG 3730 / NBRC 12168 / NCIMB 10025 / NRRL B-2784 / 534)
Q8NP86	Q8NP86	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / BCRC 11384 / CCUG 27702 / LMG 3730 / NBRC 12168 / NCIMB 10025 / NRRL B-2784 / 534)
Q8NP95	Q8NP95	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / BCRC 11384 / CCUG 27702 / LMG 3730 / NBRC 12168 / NCIMB 10025 / NRRL B-2784 / 534)
Q8NS92	Q8NS92	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / BCRC 11384 / CCUG 27702 / LMG 3730 / NBRC 12168 / NCIMB 10025 / NRRL B-2784 / 534)
Q8P016	Q8P016	Streptococcus pyogenes serotype M18 (strain MGAS8232)
Q8P276	Q8P276	Streptococcus pyogenes serotype M18 (strain MGAS8232)
Q8P302	Q8P302	Streptococcus pyogenes serotype M18 (strain MGAS8232)
Q8P4H2	Q8P4H2	Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25)
Q8P6E7	Q8P6E7	Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25)
Q8P993	Q8P993	Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25)
Q8P9X2	Q8P9X2	Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25)
